,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
25,423421857,danby 0.7 cu.ft. countertop microwave,3.0,1.0,2.0,0.0,1.0,Danby 1.1 cuft microwave good unit,"Unit is lighter than expected. Cooks as expected. Door latch is hard to push, but not hard enough to move unit while opening. Light comes on as unit runs, not as door opens. Buttons are convenient for cooking, but read directions, some difference to set power levels, than other microwaves I have owned. Went with this unit, due to reviews, size and price.",2015-08-21,"Danby 1.1 cuft microwave good unit Unit is lighter than expected. Cooks as expected. Door latch is hard to push, but not hard enough to move unit while opening. Light comes on as unit runs, not as door opens. Buttons are convenient for cooking, but read directions, some difference to set power levels, than other microwaves I have owned. Went with this unit, due to reviews, size and price.",69,neu,3.112037037037037,0.5,9.748488984207447e-05,0.0003002854434184847
26,565072108,lg over-the-range microwave oven with 300 cfm venting system,4.0,1.0,2.0,0.0,1.0,Five Stars,Extremly satisfied,2015-08-21,Five Stars Extremly satisfied,4,neu,4.0,0.5,9.748488984207447e-05,0.0003877441196103095
27,523301568,microwave cavity paint 98qbp0302,4.0,0.0,0.0,0.0,1.0,Worked well on Sharp Carousel II,Worked well on an old Sharp Carousel II Microwave. 1 can was enough for 2 coats. First make sure you sand down and prime any rust spots so they won't show through.,2015-08-20,Worked well on Sharp Carousel II Worked well on an old Sharp Carousel II Microwave. 1 can was enough for 2 coats. First make sure you sand down and prime any rust spots so they won't show through.,38,neu,3.126984126984127,0.0,0.0,0.0
28,423421857,danby 0.7 cu.ft. countertop microwave,5.0,0.0,0.0,0.0,1.0,Great purchase. The microwave does the job and was ...,Great purchase.  The microwave does the job and was a great price.,2015-08-20,Great purchase. The microwave does the job and was ... Great purchase.  The microwave does the job and was a great price.,22,pos,4.6000000000000005,0.0,0.0,0.0
29,523301568,microwave cavity paint 98qbp0302,5.0,0.0,0.0,0.0,1.0,Five Stars,excellent results,2015-08-20,Five Stars excellent results,4,pos,5.0,0.0,0.0,0.0
30,423421857,danby 0.7 cu.ft. countertop microwave,5.0,0.0,0.0,0.0,1.0,Five Stars,"Works great, product was as describer and delivered promptly and on time.",2015-08-20,"Five Stars Works great, product was as describer and delivered promptly and on time.",14,pos,4.6,0.0,0.0,0.0
31,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5.0,2.0,2.0,0.0,1.0,Truckers Mucrowave,Perfect for semi truck at 750 watts can run on1000 watt inverter,2015-08-20,Truckers Mucrowave Perfect for semi truck at 750 watts can run on1000 watt inverter,14,pos,5.0,1.0,0.0003899395593682979,0.0019423811891329807
32,423421857,danby 0.7 cu.ft. countertop microwave,4.0,47.0,53.0,0.0,1.0,Gap on the top right,"I just received mine and, when it's running, you can see the interior light shinning through a gap on the top corner. Not sure if this is normal or safe, so I've submitted a question about it. For now, I'll give it a 3 star review for looks and the slightly annoying BANG! the door makes when it closes, pending any heating and an answer to my question. I'll update then. I'm attaching pictures of the gap.<br /><br />UPDATE (9/26/2015): Well, the gap doesn't seem to be a normal feature, but it doesn't seem to affect the operation of the microwave oven in any way. I mostly use it for heating up leftovers and it works great for that purpose, have not tried it for any serious cooking. The loud door is far more tolerable now after a few uses, barely noticeable. Updating my review to 4 stars, won't do five only because of that gap.",2015-08-19,"Gap on the top right I just received mine and, when it's running, you can see the interior light shinning through a gap on the top corner. Not sure if this is normal or safe, so I've submitted a question about it. For now, I'll give it a 3 star review for looks and the slightly annoying BANG! the door makes when it closes, pending any heating and an answer to my question. I'll update then. I'm attaching pictures of the gap.<br /><br />UPDATE (9/26/2015): Well, the gap doesn't seem to be a normal feature, but it doesn't seem to affect the operation of the microwave oven in any way. I mostly use it for heating up leftovers and it works great for that purpose, have not tried it for any serious cooking. The loud door is far more tolerable now after a few uses, barely noticeable. Updating my review to 4 stars, won't do five only because of that gap.",161,neu,3.3058201058201058,0.8867924528301887,0.008126193270231794,0.028852407798367032
33,523301568,microwave cavity paint 98qbp0302,4.0,0.0,0.0,0.0,1.0,Five Stars,Works well with proper preparation.,2015-08-19,Five Stars Works well with proper preparation.,7,neu,3.0,0.0,0.0,0.0
35,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,But it fits where we wanted it just perfect and we like the looks,We ordered it for a boat that we are rebuilding not real sure how its going to work yet. But it fits where we wanted it just perfect and we like the looks. That is about all I can tell you at the present time.  Terry,2015-08-19,But it fits where we wanted it just perfect and we like the looks We ordered it for a boat that we are rebuilding not real sure how its going to work yet. But it fits where we wanted it just perfect and we like the looks. That is about all I can tell you at the present time.  Terry,60,neu,3.916666666666667,0.0,0.0,0.0
36,984005611,sharp rmotda252wrzz microwave turntable motor,5.0,0.0,0.0,0.0,1.0,Five Stars,Good,2015-08-18,Five Stars Good,3,pos,4.4,0.0,0.0,0.0
37,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,It's pretty powerful. It looks as if there are many ...,Needed one in a hurry and my teen bought this. It's pretty powerful. It looks as if there are many brands that are actually this same machine.,2015-08-18,It's pretty powerful. It looks as if there are many ... Needed one in a hurry and my teen bought this. It's pretty powerful. It looks as if there are many brands that are actually this same machine.,38,neu,3.466666666666667,0.0,0.0,0.0
38,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,5.0,0.0,1.0,0.0,1.0,What a great unit! Took some fiddling to install but the ...,What a great unit!  Took some fiddling to install but the unit itself is really very nice.,2015-08-18,What a great unit! Took some fiddling to install but the ... What a great unit!  Took some fiddling to install but the unit itself is really very nice.,29,pos,4.8533333333333335,0.0,0.0,0.0
39,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",4.0,3.0,3.0,0.0,1.0,The fabuous whirlpool mini!,"I had found a small blue cube micro wave some years ago.  After 16 years of service it finally wore out.  I love the cube shape and took a risk on ordering this little gem.  I couldn't be happier.  It is the great same size, the outside is fabulous and it has more power than the last microwave. Would not hesitate to purchase this again! Totally worth the price.",2015-08-18,"The fabuous whirlpool mini! I had found a small blue cube micro wave some years ago.  After 16 years of service it finally wore out.  I love the cube shape and took a risk on ordering this little gem.  I couldn't be happier.  It is the great same size, the outside is fabulous and it has more power than the last microwave. Would not hesitate to purchase this again! Totally worth the price.",73,neu,3.34375,1.0,0.0005849093390524469,0.002072936306232295
40,565072108,lg over-the-range microwave oven with 300 cfm venting system,4.0,0.0,1.0,0.0,1.0,Five Stars,Love LG products. Got product in a timely manner.,2015-08-18,Five Stars Love LG products. Got product in a timely manner.,11,neu,4.0,0.0,0.0,0.0
41,423421857,danby 0.7 cu.ft. countertop microwave,3.0,2.0,2.0,0.0,1.0,"Nothing special, but fits the bill.","Works well enough for my purposes. Just the right size. I dig the 1 touch feature for 30 seconds (start) and minutes (number buttons). It's also good that it has the removable glass rotator thingy. What brings the star count down are the button sizes themselves – super tiny, and the handle. While this microwave is nice and light and the door seals well, that doesn't make for a good combination for opening the door. So I have to hold one side to apply opposite pressure to open the door. I think this could be solved with some super rubber feet, but I shouldn't have to add them myself.",2015-08-17,"Nothing special, but fits the bill. Works well enough for my purposes. Just the right size. I dig the 1 touch feature for 30 seconds (start) and minutes (number buttons). It's also good that it has the removable glass rotator thingy. What brings the star count down are the button sizes themselves – super tiny, and the handle. While this microwave is nice and light and the door seals well, that doesn't make for a good combination for opening the door. So I have to hold one side to apply opposite pressure to open the door. I think this could be solved with some super rubber feet, but I shouldn't have to add them myself.",115,neu,3.5467643467643466,1.0,0.0003899395593682979,0.001326543632682089
42,423421857,danby 0.7 cu.ft. countertop microwave,3.0,1.0,1.0,0.0,1.0,Received defected item,Came in brand new package but item doesn't work at all.,2015-08-17,Received defected item Came in brand new package but item doesn't work at all.,14,neu,3.2727272727272725,1.0,0.00019496977968414895,0.0006184725385924391
43,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,1.0,0.0,1.0,but it heats quickly and is very easy to clean,"You can't use the &#34;cook&#34; feature with a timer going on the machine, but it heats quickly and is very easy to clean.",2015-08-16,"but it heats quickly and is very easy to clean You can't use the &#34;cook&#34; feature with a timer going on the machine, but it heats quickly and is very easy to clean.",33,neu,3.8422222222222224,0.0,0.0,0.0
44,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Five Stars,Got it sooner thank you,2015-08-15,Five Stars Got it sooner thank you,7,neu,3.0,0.0,0.0,0.0
46,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,3.0,6.0,9.0,0.0,1.0,it looks like it is cooking but the water is at room ...,"It came slightly damaged but main problem is that it does not heat at all in any functions.  I have tried to heat a cup of water with Microwave Express, it looks like it is cooking but the water is at room temperature after 30 seconds.  Then I have tried all the functions and none of them work.  The surface light and the vent fan works fine.  I really should try it before I install it.  Now I have all the trouble to remove it and install another one.<br /><br />I order it from Amazon and contacted both the seller Home Care Company.  Since it is Saturday so I will have to wait up to two working days to to get a respond from Home Care Company.  I am not sure what will happen but I am not recommend to buy this product or buy it online.",2015-08-15,"it looks like it is cooking but the water is at room ... It came slightly damaged but main problem is that it does not heat at all in any functions.  I have tried to heat a cup of water with Microwave Express, it looks like it is cooking but the water is at room temperature after 30 seconds.  Then I have tried all the functions and none of them work.  The surface light and the vent fan works fine.  I really should try it before I install it.  Now I have all the trouble to remove it and install another one.<br /><br />I order it from Amazon and contacted both the seller Home Care Company.  Since it is Saturday so I will have to wait up to two working days to to get a respond from Home Care Company.  I am not sure what will happen but I am not recommend to buy this product or buy it online.",160,neu,3.1619047619047618,0.6666666666666666,0.0007798791187365958,0.0024561728595608456
48,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",4.0,1.0,1.0,0.0,1.0,Easy install.  Looks great.  Works great.,"Lighter than the GE one it replaced.  Easy, simple to use TouchPad.  Installation was easy and I am not the best when it comes to installation of appliances.  I usually pay someone but the previous reviews indicated it was simple and they were right.  You just need 2 people when you are ready to lift it up and hang it in place.",2015-08-13,"Easy install.  Looks great.  Works great. Lighter than the GE one it replaced.  Easy, simple to use TouchPad.  Installation was easy and I am not the best when it comes to installation of appliances.  I usually pay someone but the previous reviews indicated it was simple and they were right.  You just need 2 people when you are ready to lift it up and hang it in place.",68,neu,3.6615079365079364,1.0,0.00019496977968414895,0.0007339797173249266
49,565072108,lg over-the-range microwave oven with 300 cfm venting system,4.0,3.0,4.0,0.0,1.0,"Great microwave, I would purchase again.","Install was really easy, and the microwave looks and works great. The buttons are really touch sensitive and it seems to clean very easily.",2015-08-13,"Great microwave, I would purchase again. Install was really easy, and the microwave looks and works great. The buttons are really touch sensitive and it seems to clean very easily.",30,neu,3.9323809523809525,0.75,0.00043868200428933513,0.0017283698243311075
50,423421857,danby 0.7 cu.ft. countertop microwave,2.0,0.0,0.0,0.0,1.0,Amazon reviews were misleading.,"One of my worst Amazon purchases. I hate this microwave and deeply regret purchasing it.  It is GIANT and heavy, sits crooked on a flat surface, and heats food unevenly!  You can get WAY better for LESS MONEY!!!!!  Shocked, because usually Amazon reviews are so spot on.",2015-08-12,"Amazon reviews were misleading. One of my worst Amazon purchases. I hate this microwave and deeply regret purchasing it.  It is GIANT and heavy, sits crooked on a flat surface, and heats food unevenly!  You can get WAY better for LESS MONEY!!!!!  Shocked, because usually Amazon reviews are so spot on.",51,neg,2.461062282986111,0.0,0.0,0.0
51,565072108,lg over-the-range microwave oven with 300 cfm venting system,4.0,0.0,1.0,0.0,1.0,Five Stars,Just installed it  that part was easy,2015-08-12,Five Stars Just installed it  that part was easy,9,neu,3.8666666666666667,0.0,0.0,0.0
53,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,4.0,2.0,3.0,0.0,1.0,I couldn't enjoy our travels in our RV if I didn't have ...,I couldn't enjoy our travels in our RV if I didn't have my Sharp convection/microwave oven. I just love it !,2015-08-11,I couldn't enjoy our travels in our RV if I didn't have ... I couldn't enjoy our travels in our RV if I didn't have my Sharp convection/microwave oven. I just love it !,34,neu,3.65,0.6666666666666666,0.00025995970624553193,0.00097322449357756
55,731025324,whirlpool wmh31017aw microwave,4.0,0.0,0.0,0.0,1.0,Excellent Microwave -- does the job!,"Excellent product -- does the job.  I have one in my home, and when an older over-the-stove unit failed in a rental, I immediately ordered another.  A few things are tricky in the install, but were easily and quickly resolved.  Tenants happy, I'm happy.  In this case, the older unit had limited functionality, the Whirlpool has several features new to them that are real benefits.",2015-08-10,"Excellent Microwave -- does the job! Excellent product -- does the job.  I have one in my home, and when an older over-the-stove unit failed in a rental, I immediately ordered another.  A few things are tricky in the install, but were easily and quickly resolved.  Tenants happy, I'm happy.  In this case, the older unit had limited functionality, the Whirlpool has several features new to them that are real benefits.",71,neu,3.6092764378478663,0.0,0.0,0.0
56,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",4.0,0.0,0.0,0.0,1.0,Five Stars,love it!,2015-08-09,Five Stars love it!,4,pos,4.25,0.0,0.0,0.0
57,295520151,sharp microwave drawer oven,4.0,0.0,0.0,0.0,1.0,Great drawer microwave,"We really like the look of this microwave. We used the same model in our last home and liked it and just had a new home built and chose to have the same model installed in our new kitchen. We have never had any issues with it. It is classy looking, large enough for a casserole dish, and heats well.",2015-08-09,"Great drawer microwave We really like the look of this microwave. We used the same model in our last home and liked it and just had a new home built and chose to have the same model installed in our new kitchen. We have never had any issues with it. It is classy looking, large enough for a casserole dish, and heats well.",63,neu,3.3976387249114524,0.0,0.0,0.0
58,423421857,danby 0.7 cu.ft. countertop microwave,3.0,4.0,4.0,0.0,1.0,microwave worked fine when I bought back in March '15,microwave worked fine when I bought back in March '15; then a few days ago it would not turn on. Will not buy Danby microwaves again.,2015-08-09,microwave worked fine when I bought back in March '15 microwave worked fine when I bought back in March '15; then a few days ago it would not turn on. Will not buy Danby microwaves again.,36,neu,3.2533333333333334,1.0,0.0007798791187365958,0.002469749370338551
59,423421857,danby 0.7 cu.ft. countertop microwave,2.0,2.0,3.0,0.0,1.0,to the point where it's annoying. If I had known this before I purchased ...,"When you close the door, it is VERY loud, to the point where it's annoying. If I had known this before I purchased it, I would have bought a more expensive one to not deal with the noise every time it closes. The plastic covering the buttons is already ripping, had it for less than a year. Other than that, it works fine.",2015-08-09,"to the point where it's annoying. If I had known this before I purchased ... When you close the door, it is VERY loud, to the point where it's annoying. If I had known this before I purchased it, I would have bought a more expensive one to not deal with the noise every time it closes. The plastic covering the buttons is already ripping, had it for less than a year. Other than that, it works fine.",78,neg,2.66375,0.6666666666666666,0.00025995970624553193,0.0006420767648464204
60,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,1.0,0.0,1.0,Still in the box,"Purchased this for college student and it has not been used yet. Still in the original box. Looks nice, however.",2015-08-09,"Still in the box Purchased this for college student and it has not been used yet. Still in the original box. Looks nice, however.",24,neu,3.975,0.0,0.0,0.0
61,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,5.0,0.0,1.0,0.0,1.0,Five Stars,Awesome!,2015-08-09,Five Stars Awesome!,3,pos,5.0,0.0,0.0,0.0
62,423421857,danby 0.7 cu.ft. countertop microwave,3.0,0.0,0.0,0.0,1.0,but it is a little slow and worse of all it has no way to quickly add ...,"Microwave and reheat function works well, but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute. You must always either select a mode or manually enter the cook time before starting.",2015-08-08,"but it is a little slow and worse of all it has no way to quickly add ... Microwave and reheat function works well, but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute. You must always either select a mode or manually enter the cook time before starting.",61,neg,2.7537037037037035,0.0,0.0,0.0
63,423421857,danby 0.7 cu.ft. countertop microwave,5.0,0.0,0.0,0.0,1.0,Five Stars,Very good item,2015-08-07,Five Stars Very good item,5,pos,4.82,0.0,0.0,0.0
