,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
94,838179571,hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless,2.0,4.0,4.0,0.0,0.0,Handle broke - Common issue,"This microwave has been decent, until today. The plastic piece that holds that handle on is extremely thin. After a year or two or light/normal use, it breaks. If you read reviews, you will see others complaining about the same issue. The part costs around $16, but I'm not sure how to replace it as the back of the screw is covered by the door. Annoying.",2015-07-26,"Handle broke - Common issue This microwave has been decent, until today. The plastic piece that holds that handle on is extremely thin. After a year or two or light/normal use, it breaks. If you read reviews, you will see others complaining about the same issue. The part costs around $16, but I'm not sure how to replace it as the back of the screw is covered by the door. Annoying.",71,neg,2.5476190476190474,1.0,0.0010206685378923194,0.0023864349003538325
117,295520151,sharp microwave drawer oven,2.0,0.0,0.0,0.0,0.0,Great concept but horrible quailty and customer service. Buyer Beward,"This microwave was installed by the builder in our new home. 2 years, 1 month later and it's totally died. Suddenly quit while cooking, odd smell so we killed the power to the unit. Sharp was zero help. Representatives gave indications that it was a safety issue and perhaps something could be done but they stuck to their guns about it being out of warranty. Repairman blamed the motor board? That repair lasted not even a year - same thing happened - burning smell, quit working. New repair company same fix. 8 months later the unit picks and chooses when it decided to work. Door pops open when you push start, buttons won't work. Closes then opens again. It's ridiculous. Loved the concept and &#34;seemed&#34; to work fine  for a year or but it is totally ridiculous that a microwave of this price range doesn't last. Our next door neighbor has the same microwave and their's broke within the first year, they too are now having issues again. Hoping the repairman can fix it as doesn't seem like there are many alternatives out there to get something similar that don't have parts made by Sharp. Update, 3 years in our new home and on our 4th repair of this microwave. Buyer beware.",2015-07-21,"Great concept but horrible quailty and customer service. Buyer Beward This microwave was installed by the builder in our new home. 2 years, 1 month later and it's totally died. Suddenly quit while cooking, odd smell so we killed the power to the unit. Sharp was zero help. Representatives gave indications that it was a safety issue and perhaps something could be done but they stuck to their guns about it being out of warranty. Repairman blamed the motor board? That repair lasted not even a year - same thing happened - burning smell, quit working. New repair company same fix. 8 months later the unit picks and chooses when it decided to work. Door pops open when you push start, buttons won't work. Closes then opens again. It's ridiculous. Loved the concept and &#34;seemed&#34; to work fine  for a year or but it is totally ridiculous that a microwave of this price range doesn't last. Our next door neighbor has the same microwave and their's broke within the first year, they too are now having issues again. Hoping the repairman can fix it as doesn't seem like there are many alternatives out there to get something similar that don't have parts made by Sharp. Update, 3 years in our new home and on our 4th repair of this microwave. Buyer beware.",222,neu,3.060955710955711,0.0,0.0,0.0
123,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,0.0,simple controls,I love the simple controls of this microwave,2015-07-17,simple controls I love the simple controls of this microwave,10,neu,3.3333333333333335,0.0,0.0,0.0
142,565072108,lg over-the-range microwave oven with 300 cfm venting system,2.0,4.0,5.0,0.0,0.0,LEMON,"I've had this microwave for 26 months. In that time I replaced the light under the microwave maybe 4 times. Sometimes it burned out, other times it exploded, but it seemed odd that that thing kept going. My previous cheapo microwave worked for 5 years and only needed the bulb changed twice.<br /><br />Then last night the light popped and the microwave blew the fuse. Since then, the fan and light have completely stopped working. The oven itself still works, but it makes me super uncomfortable how quiet it is as it heats, does it need the fan? Does it need to vent? I don't know. But I know after all the other comments I'm not reading on Amazon, that I'm not comfortable finding out.<br /><br />When I called LG, they asked if it was plugged in. I explained that the microwave worked, but not the fan or the lightbulb. She said it was probably my outlet. Not very helpful. When I called a repairman, he said fixing it would cost $200. Ugh, looks like I&#34;m in the market for a new microwave.",2015-07-07,"LEMON I've had this microwave for 26 months. In that time I replaced the light under the microwave maybe 4 times. Sometimes it burned out, other times it exploded, but it seemed odd that that thing kept going. My previous cheapo microwave worked for 5 years and only needed the bulb changed twice.<br /><br />Then last night the light popped and the microwave blew the fuse. Since then, the fan and light have completely stopped working. The oven itself still works, but it makes me super uncomfortable how quiet it is as it heats, does it need the fan? Does it need to vent? I don't know. But I know after all the other comments I'm not reading on Amazon, that I'm not comfortable finding out.<br /><br />When I called LG, they asked if it was plugged in. I explained that the microwave worked, but not the fan or the lightbulb. She said it was probably my outlet. Not very helpful. When I called a repairman, he said fixing it would cost $200. Ugh, looks like I&#34;m in the market for a new microwave.",184,neu,3.0482954545454546,0.8,0.0008165348303138556,0.002251338991490846
145,423421857,danby 0.7 cu.ft. countertop microwave,2.0,0.0,3.0,0.0,0.0,8 In76 t nm,Uuim6 UK7n,2015-07-06,8 In76 t nm Uuim6 UK7n,6,neu,3.0,0.0,0.0,0.0
149,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,0.0,Very pleased,Very pleased. save space. Loved it,2015-07-05,Very pleased Very pleased. save space. Loved it,8,pos,4.333333333333333,0.0,0.0,0.0
157,565072108,lg over-the-range microwave oven with 300 cfm venting system,3.0,4.0,5.0,0.0,0.0,DO NOT BUY THIS PIECE OF JUNK,"I wish I could give this zero stars. Bought this last year to go with my kitchen remodel. Every appliance I own is LG, washer and dryer included. Luckily, they still work. I work ALL the time and prefer my food grilled. I rarely use the microwave. Just bought it as a just in case method of heating leftovers. My microwave died today. Just stopped heating. Everything else apparently works on it. Apparently, a faulty magnetron is a wide spread occurrence. I did a live chat with an online rep. She wanted to send me to a service tech over an hour away. I declined. I explained to her similar issues from most owners of this model and stated this should be looked at as being recalled. No way we all messed up our units. I forwarded her to the Amazon reviews. She was basically like yeah, ok, do you want me to find you a service center? At the end of our conversation, she just ended the session. I wasnt finished chatting with her. I will NEVER buy an LG appliance<br /><br />Chat log:<br />Chat Transcript<br />Time of chat: 7/2/2015 4:54:35 PM<br />Length of chat: 00:18:41<br />Your name: rafael vazquez<br />Chatted with: Michelle, Paulsen<br /><br />4:54 PM Michelle: Hello rafael vazquez. Welcome to LG Electronics U.S.A. Support only. How may I provide you with again. excellent service today?<br />4:55 PM rafael vazquez: Hello. My microwave stopped heating today.<br />4:55 PM Michelle: Hi Rafael<br />4:56 PM Michelle: I am sorry to hear about this.<br />4:56 PM Michelle: Let’s perform some simple troubleshooting steps to see if we can resolve this issue.<br />4:56 PM rafael vazquez: I'm sorry to experience this...lol<br />4:56 PM rafael vazquez: ok<br />4:56 PM Michelle: When the microwave oven does not heat, it may be caused by entering the wrong settings or inadequate power supply.<br />4:56 PM Michelle: Let's Test the unit:<br />4:57 PM Michelle: 1. Place a microwaveable safe cup, mug, or bowl of water inside the microwave oven.<br />4:57 PM rafael vazquez: ok<br />4:57 PM Michelle: 2. Press CLEAR/OFF or RESET to clear the keypad.<br />4:57 PM Michelle: 3. Press COOK and enter 60 (seconds).<br />4:57 PM Michelle: 4. Press START/PAUSE.<br />4:57 PM Michelle: Did the water heat?<br />4:58 PM rafael vazquez: In just started it<br />4:58 PM rafael vazquez: I just started it<br />4:58 PM Michelle: Ok<br />4:59 PM rafael vazquez: it did not heat<br />5:00 PM Michelle: I see. Did the keypad respond and the microwave start?<br />5:00 PM rafael vazquez: yes<br />5:00 PM Michelle: Did the timer count down at an accelerated rate?<br />5:00 PM rafael vazquez: no<br />5:00 PM Michelle: Is the unit on a dedicated circuit breaker?<br />5:01 PM rafael vazquez: yes<br />5:01 PM Michelle: Great!<br />5:01 PM Michelle: Please Turn off and back on the circuit breaker. Will the unit heat now?<br />5:01 PM rafael vazquez: ok. Give me a minute<br />5:01 PM Michelle: Sure<br />5:01 PM Michelle: Take your time<br />5:03 PM rafael vazquez: no heat<br />5:03 PM Michelle: Thank you for your cooperation and your patience in answering all of my questions regarding your unit, Rafael. We are now done with the troubleshooting steps. The unit may require a visit from a professional service technician to diagnose and correct the issue.<br />5:03 PM Michelle: May I have the exact date of purchase for the unit please?<br />5:04 PM rafael vazquez: That sucks. I've looked around online and this appears to be a common issue with this model<br />5:04 PM rafael vazquez: 5-9-14<br />5:04 PM Michelle: Did you purchase any extended warranty?<br />5:05 PM rafael vazquez: no<br />5:05 PM Michelle: I see. I would be delighted to provide you with Authorized Service Centers in your area to help you out with the repair. May I know your zip code please?<br />5:05 PM rafael vazquez: 76306<br />5:06 PM Michelle: Thank you so much. Kindly give me a moment.<br />5:06 PM Michelle: Upon checking, you may call FREEMAN'S APPLIANCE - 580-255-2676 to set up service for the unit<br />5:07 PM rafael vazquez: where are they located?<br />5:07 PM Michelle: 4325 N. Highway 81<br />5:07 PM Michelle: DUNCAN OK<br />5:09 PM rafael vazquez: no thanks. That's over an hour away. probably cost more to fix than the microwave is worth. It's terrible that a microwave barely lasts a year.<br />5:09 PM Michelle: I understand and do respect your decision if you do not want to have the unit serviced, Rafael.<br />5:09 PM Michelle: Is there anything else I can assist you with today?<br />5:11 PM rafael vazquez: Nope. I'll never buy an LG product again. From the horrible reviews of owners(rated 1 star on Amazon), with similar problems that are online after a year of use, it looks like this model should be recalled. It obviously has faulty components.<br />5:12 PM Michelle: I will file a report for your complaint.<br />5:12 PM rafael vazquez: They either stop heating or catch fire<br />5:12 PM Michelle: It has been a pleasure to assist you today. Should you have any further questions or concerns, please do not hesitate to contact us again via Live Chat or phone at 18002430000. Thank you for choosing LG Electronics. We appreciate your business. Have a great day!",2015-07-02,"DO NOT BUY THIS PIECE OF JUNK I wish I could give this zero stars. Bought this last year to go with my kitchen remodel. Every appliance I own is LG, washer and dryer included. Luckily, they still work. I work ALL the time and prefer my food grilled. I rarely use the microwave. Just bought it as a just in case method of heating leftovers. My microwave died today. Just stopped heating. Everything else apparently works on it. Apparently, a faulty magnetron is a wide spread occurrence. I did a live chat with an online rep. She wanted to send me to a service tech over an hour away. I declined. I explained to her similar issues from most owners of this model and stated this should be looked at as being recalled. No way we all messed up our units. I forwarded her to the Amazon reviews. She was basically like yeah, ok, do you want me to find you a service center? At the end of our conversation, she just ended the session. I wasnt finished chatting with her. I will NEVER buy an LG appliance<br /><br />Chat log:<br />Chat Transcript<br />Time of chat: 7/2/2015 4:54:35 PM<br />Length of chat: 00:18:41<br />Your name: rafael vazquez<br />Chatted with: Michelle, Paulsen<br /><br />4:54 PM Michelle: Hello rafael vazquez. Welcome to LG Electronics U.S.A. Support only. How may I provide you with again. excellent service today?<br />4:55 PM rafael vazquez: Hello. My microwave stopped heating today.<br />4:55 PM Michelle: Hi Rafael<br />4:56 PM Michelle: I am sorry to hear about this.<br />4:56 PM Michelle: Let’s perform some simple troubleshooting steps to see if we can resolve this issue.<br />4:56 PM rafael vazquez: I'm sorry to experience this...lol<br />4:56 PM rafael vazquez: ok<br />4:56 PM Michelle: When the microwave oven does not heat, it may be caused by entering the wrong settings or inadequate power supply.<br />4:56 PM Michelle: Let's Test the unit:<br />4:57 PM Michelle: 1. Place a microwaveable safe cup, mug, or bowl of water inside the microwave oven.<br />4:57 PM rafael vazquez: ok<br />4:57 PM Michelle: 2. Press CLEAR/OFF or RESET to clear the keypad.<br />4:57 PM Michelle: 3. Press COOK and enter 60 (seconds).<br />4:57 PM Michelle: 4. Press START/PAUSE.<br />4:57 PM Michelle: Did the water heat?<br />4:58 PM rafael vazquez: In just started it<br />4:58 PM rafael vazquez: I just started it<br />4:58 PM Michelle: Ok<br />4:59 PM rafael vazquez: it did not heat<br />5:00 PM Michelle: I see. Did the keypad respond and the microwave start?<br />5:00 PM rafael vazquez: yes<br />5:00 PM Michelle: Did the timer count down at an accelerated rate?<br />5:00 PM rafael vazquez: no<br />5:00 PM Michelle: Is the unit on a dedicated circuit breaker?<br />5:01 PM rafael vazquez: yes<br />5:01 PM Michelle: Great!<br />5:01 PM Michelle: Please Turn off and back on the circuit breaker. Will the unit heat now?<br />5:01 PM rafael vazquez: ok. Give me a minute<br />5:01 PM Michelle: Sure<br />5:01 PM Michelle: Take your time<br />5:03 PM rafael vazquez: no heat<br />5:03 PM Michelle: Thank you for your cooperation and your patience in answering all of my questions regarding your unit, Rafael. We are now done with the troubleshooting steps. The unit may require a visit from a professional service technician to diagnose and correct the issue.<br />5:03 PM Michelle: May I have the exact date of purchase for the unit please?<br />5:04 PM rafael vazquez: That sucks. I've looked around online and this appears to be a common issue with this model<br />5:04 PM rafael vazquez: 5-9-14<br />5:04 PM Michelle: Did you purchase any extended warranty?<br />5:05 PM rafael vazquez: no<br />5:05 PM Michelle: I see. I would be delighted to provide you with Authorized Service Centers in your area to help you out with the repair. May I know your zip code please?<br />5:05 PM rafael vazquez: 76306<br />5:06 PM Michelle: Thank you so much. Kindly give me a moment.<br />5:06 PM Michelle: Upon checking, you may call FREEMAN'S APPLIANCE - 580-255-2676 to set up service for the unit<br />5:07 PM rafael vazquez: where are they located?<br />5:07 PM Michelle: 4325 N. Highway 81<br />5:07 PM Michelle: DUNCAN OK<br />5:09 PM rafael vazquez: no thanks. That's over an hour away. probably cost more to fix than the microwave is worth. It's terrible that a microwave barely lasts a year.<br />5:09 PM Michelle: I understand and do respect your decision if you do not want to have the unit serviced, Rafael.<br />5:09 PM Michelle: Is there anything else I can assist you with today?<br />5:11 PM rafael vazquez: Nope. I'll never buy an LG product again. From the horrible reviews of owners(rated 1 star on Amazon), with similar problems that are online after a year of use, it looks like this model should be recalled. It obviously has faulty components.<br />5:12 PM Michelle: I will file a report for your complaint.<br />5:12 PM rafael vazquez: They either stop heating or catch fire<br />5:12 PM Michelle: It has been a pleasure to assist you today. Should you have any further questions or concerns, please do not hesitate to contact us again via Live Chat or phone at 18002430000. Thank you for choosing LG Electronics. We appreciate your business. Have a great day!",876,neu,3.235738335738336,0.8,0.0008165348303138556,0.002946480763748198
164,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,3.0,0.0,0.0,0.0,0.0,Worked great - until I got the dreaded SE error code,"I purchased this in 2010 and it worked great. Then a couple of weeks ago I came into the kitchen and saw the SE error code. I wasn't able to set the clock so I unplugged it and started researching what the error code meant. As you have probably read in other reviews, this is a common Samsung problem. The steam from cooking on the stove underneath the microwave damages the cooking sensor which causes the entire oven to malfunction. And please understand that I haven't used my stove top for cooking on a regular basis!<br /><br />After a couple of hours, I plugged it in to see what happened and was able to set the clock and use it. I was thrilled but cautious. Which was good because within 10 minutes I heard the microwave beep and start cooking. I shut it off and watched it and within 15 seconds, I saw &#34;Baked Potato&#34; on the screen and it started up again. So now it's unplugged and will be replaced.<br /><br />Samsung says it's out of the warranty period but will send a technician to fix it for more than it will cost me to purchase a new unit. I did get five years out of it so I'm chalking it up to lessons learned - no more Samsung microwaves. When they have this many ovens with the same problem, you would think the company would make things write. To be fair, I have always owned Samsung televisions and been very happy with them. Maybe the microwave business isn't for them?",2015-06-26,"Worked great - until I got the dreaded SE error code I purchased this in 2010 and it worked great. Then a couple of weeks ago I came into the kitchen and saw the SE error code. I wasn't able to set the clock so I unplugged it and started researching what the error code meant. As you have probably read in other reviews, this is a common Samsung problem. The steam from cooking on the stove underneath the microwave damages the cooking sensor which causes the entire oven to malfunction. And please understand that I haven't used my stove top for cooking on a regular basis!<br /><br />After a couple of hours, I plugged it in to see what happened and was able to set the clock and use it. I was thrilled but cautious. Which was good because within 10 minutes I heard the microwave beep and start cooking. I shut it off and watched it and within 15 seconds, I saw &#34;Baked Potato&#34; on the screen and it started up again. So now it's unplugged and will be replaced.<br /><br />Samsung says it's out of the warranty period but will send a technician to fix it for more than it will cost me to purchase a new unit. I did get five years out of it so I'm chalking it up to lessons learned - no more Samsung microwaves. When they have this many ovens with the same problem, you would think the company would make things write. To be fair, I have always owned Samsung televisions and been very happy with them. Maybe the microwave business isn't for them?",273,neu,3.729040404040404,0.0,0.0,0.0
171,494668275,whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave,2.0,0.0,0.0,0.0,0.0,I would have been better off purchasing a microwave from Walmart,This  appliance has more problems than perks!  I purchased an extended warranty and later found out it is worthless.  My daughter open the door  and the bottom of the handle broke.  A few nights later the control panel went haywire!!  It beeps and flashes different functions and dates until you unplug it. There is nothing convenient about plugging and unplugging an appliance every time you want to use it. Light-bulbs ( it takes two) costs $6-$7 dollars each and blows out within 24 hours. It seems as if the appliance is experiences a power serge.  (The constant flickering of the lights is very irritating and unsettling.  I would have been better off purchasing a microwave from Walmart.....at least they have a legitimate warranty.,2015-06-23,I would have been better off purchasing a microwave from Walmart This  appliance has more problems than perks!  I purchased an extended warranty and later found out it is worthless.  My daughter open the door  and the bottom of the handle broke.  A few nights later the control panel went haywire!!  It beeps and flashes different functions and dates until you unplug it. There is nothing convenient about plugging and unplugging an appliance every time you want to use it. Light-bulbs ( it takes two) costs $6-$7 dollars each and blows out within 24 hours. It seems as if the appliance is experiences a power serge.  (The constant flickering of the lights is very irritating and unsettling.  I would have been better off purchasing a microwave from Walmart.....at least they have a legitimate warranty.,134,neu,2.893076923076923,0.0,0.0,0.0
184,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,2.0,8.0,8.0,0.0,0.0,I have owned a suite of Ge Cafe products ( ...,"I have owned a suite of Ge Cafe products  ( i.e. refrigerator, stove, microwave and dishwasher ) for approximately 6 years now. My recommendation is stay away. My refrigerator has seen a visit from the repairman four times. My stoves plastic knobs melted off and I was kindly advised by GE that I could now buy new metal ones for $300. My dishwashers dispenser in not dispensing. And now to round things off my microwave's touchpad is not functioning as it should. GE is comping me the parts which the repairman quoted me $1,225.00 and labor at $100.00(my responsibility). I read from other poster's comments that this issue will happen again. I contacted GE, advised them of the cost ,and suggested that I apply my labor cost towards the purchase of a new microwave. I was shot down. New microwave  $750.00 vs paying $1225 for parts??? If I were a  GE shareholder I would be outraged at this type of irresponsible spending. Multiply this type of activity several thousand times over and you're talking serious money. Quality has seriously gone down since the days my parents bought GE products. They have lost a future customer in me and my family. If you're considering this line of products buyers beware.",2015-06-16,"I have owned a suite of Ge Cafe products ( ... I have owned a suite of Ge Cafe products  ( i.e. refrigerator, stove, microwave and dishwasher ) for approximately 6 years now. My recommendation is stay away. My refrigerator has seen a visit from the repairman four times. My stoves plastic knobs melted off and I was kindly advised by GE that I could now buy new metal ones for $300. My dishwashers dispenser in not dispensing. And now to round things off my microwave's touchpad is not functioning as it should. GE is comping me the parts which the repairman quoted me $1,225.00 and labor at $100.00(my responsibility). I read from other poster's comments that this issue will happen again. I contacted GE, advised them of the cost ,and suggested that I apply my labor cost towards the purchase of a new microwave. I was shot down. New microwave  $750.00 vs paying $1225 for parts??? If I were a  GE shareholder I would be outraged at this type of irresponsible spending. Multiply this type of activity several thousand times over and you're talking serious money. Quality has seriously gone down since the days my parents bought GE products. They have lost a future customer in me and my family. If you're considering this line of products buyers beware.",220,neg,2.7875084175084175,1.0,0.002041337075784639,0.005300315025198683
