,product_parent,total_rates_count,star_rating,stars_rate_count,rate_ratio
84,294255492,5,4.0,3,0.6
82,293975317,4,4.0,3,0.75
286,658108028,3,4.0,3,1.0
376,934761232,3,4.0,3,1.0
109,353197975,5,4.0,3,0.6
302,717616351,4,4.0,3,0.75
50,158540300,4,4.0,3,0.75
202,481329985,7,4.0,3,0.42857142857142855
37,129348876,5,4.0,3,0.6
4,28435092,3,4.0,3,1.0
327,791790210,3,4.0,3,1.0
211,506569016,4,4.0,3,0.75
180,454116188,4,4.0,3,0.75
11,52118951,3,4.0,3,1.0
216,509145368,3,4.0,3,1.0
346,858196820,6,4.0,4,0.6666666666666666
59,211963857,7,4.0,4,0.5714285714285714
401,986016545,6,4.0,4,0.6666666666666666
26,106521272,7,4.0,4,0.5714285714285714
342,849256353,4,4.0,4,1.0
172,449819764,4,4.0,4,1.0
62,218530709,10,4.0,4,0.4
188,460495350,8,4.0,4,0.5
29,110124739,5,4.0,4,0.8
158,424813274,4,4.0,4,1.0
396,984679751,5,4.0,4,0.8
156,423664880,7,4.0,4,0.5714285714285714
1,21803708,4,4.0,4,1.0
348,867638761,5,4.0,4,0.8
375,932874238,5,4.0,4,0.8
150,416377561,5,4.0,4,0.8
338,833430714,5,4.0,4,0.8
209,504109012,4,4.0,4,1.0
336,831792142,5,4.0,4,0.8
141,389385184,4,4.0,4,1.0
225,515907812,7,4.0,4,0.5714285714285714
135,381325750,4,4.0,4,1.0
315,747068001,5,4.0,4,0.8
17,64500002,6,4.0,4,0.6666666666666666
309,735580975,6,4.0,5,0.8333333333333334
324,772280665,7,4.0,5,0.7142857142857143
263,589029650,9,4.0,5,0.5555555555555556
297,704366834,5,4.0,5,1.0
178,451617076,6,4.0,5,0.8333333333333334
304,719101633,7,4.0,5,0.7142857142857143
125,379901061,6,4.0,5,0.8333333333333334
115,364399161,5,4.0,5,1.0
228,519841015,6,4.0,5,0.8333333333333334
277,623667867,5,4.0,5,1.0
357,892018890,7,4.0,5,0.7142857142857143
92,308287733,9,4.0,5,0.5555555555555556
364,905342430,6,4.0,5,0.8333333333333334
372,928822368,8,4.0,6,0.75
183,456437823,8,4.0,6,0.75
399,984750507,7,4.0,6,0.8571428571428571
34,128958612,7,4.0,6,0.8571428571428571
149,407277980,7,4.0,6,0.8571428571428571
383,955350284,7,4.0,6,0.8571428571428571
45,137759317,8,4.0,6,0.75
231,523549949,6,4.0,6,1.0
249,565545704,6,4.0,6,1.0
387,957640647,10,4.0,6,0.6
349,869138578,6,4.0,6,1.0
33,122950606,10,4.0,7,0.7
23,93476192,12,4.0,7,0.5833333333333334
405,997127233,11,4.0,7,0.6363636363636364
241,531834407,10,4.0,7,0.7
333,812583172,9,4.0,7,0.7777777777777778
54,179903806,12,4.0,7,0.5833333333333334
152,417797815,7,4.0,7,1.0
273,610554685,11,4.0,7,0.6363636363636364
96,311600177,18,4.0,7,0.3888888888888889
147,396695183,9,4.0,8,0.8888888888888888
21,93126241,8,4.0,8,1.0
317,765094703,11,4.0,9,0.8181818181818182
197,473538559,15,4.0,9,0.6
367,911821018,16,4.0,9,0.5625
39,130912179,11,4.0,9,0.8181818181818182
402,996130662,10,4.0,10,1.0
163,428576973,12,4.0,10,0.8333333333333334
270,604039789,13,4.0,10,0.7692307692307693
128,380619977,13,4.0,11,0.8461538461538461
206,495764832,12,4.0,11,0.9166666666666666
105,343148814,20,4.0,12,0.6
185,457041157,14,4.0,12,0.8571428571428571
214,508170926,17,4.0,13,0.7647058823529411
10,51313971,19,4.0,13,0.6842105263157895
89,295960359,23,4.0,13,0.5652173913043478
291,667171015,25,4.0,16,0.64
133,381226741,27,4.0,21,0.7777777777777778
175,450475749,35,4.0,24,0.6857142857142857
253,572944212,31,4.0,24,0.7741935483870968
340,838023597,35,4.0,27,0.7714285714285715
144,392768822,52,4.0,40,0.7692307692307693
76,246038397,99,4.0,68,0.6868686868686869
