,product_parent,total_rates_count,star_rating,stars_rate_count,rate_ratio
666,816941808,27,3.0,4,0.14814814814814814
524,595227405,16,3.0,4,0.25
224,364399161,37,3.0,4,0.10810810810810811
368,463344062,17,3.0,4,0.23529411764705882
512,585880039,9,3.0,4,0.4444444444444444
457,528212913,25,3.0,4,0.16
417,509145368,41,3.0,4,0.0975609756097561
379,467792741,22,3.0,4,0.18181818181818182
446,523549949,50,3.0,4,0.08
217,356312576,22,3.0,4,0.18181818181818182
312,424813274,15,3.0,5,0.3333333333333333
804,960884826,24,3.0,5,0.20833333333333334
689,854993067,20,3.0,5,0.25
776,938291364,12,3.0,5,0.4166666666666667
463,531834407,24,3.0,5,0.20833333333333334
598,678689917,22,3.0,5,0.22727272727272727
631,742831771,16,3.0,5,0.3125
696,867638761,22,3.0,5,0.22727272727272727
176,293975317,33,3.0,5,0.15151515151515152
187,308287733,15,3.0,5,0.3333333333333333
112,181638405,30,3.0,5,0.16666666666666666
610,710299720,12,3.0,6,0.5
750,920298244,27,3.0,6,0.2222222222222222
849,997127233,79,3.0,6,0.0759493670886076
232,366394525,24,3.0,6,0.25
103,148951957,20,3.0,6,0.3
98,137759317,19,3.0,6,0.3157894736842105
52,91213610,18,3.0,6,0.3333333333333333
429,513985034,38,3.0,6,0.15789473684210525
484,556747467,21,3.0,6,0.2857142857142857
438,519841015,28,3.0,6,0.21428571428571427
100,147016145,32,3.0,7,0.21875
364,460495350,36,3.0,7,0.19444444444444445
700,868139394,44,3.0,7,0.1590909090909091
692,858196820,22,3.0,7,0.3181818181818182
309,423664880,27,3.0,7,0.25925925925925924
543,615270293,18,3.0,7,0.3888888888888889
603,707645997,14,3.0,7,0.5
561,637073326,23,3.0,7,0.30434782608695654
31,52203997,79,3.0,8,0.10126582278481013
8,24160750,26,3.0,8,0.3076923076923077
180,294255492,33,3.0,8,0.24242424242424243
536,604039789,43,3.0,8,0.18604651162790697
146,240496854,22,3.0,8,0.36363636363636365
798,956279524,24,3.0,8,0.3333333333333333
677,833430714,24,3.0,8,0.3333333333333333
291,407277980,48,3.0,8,0.16666666666666666
831,984679751,74,3.0,8,0.10810810810810811
414,508170926,90,3.0,8,0.08888888888888889
169,277493012,52,3.0,9,0.17307692307692307
802,957640647,47,3.0,9,0.19148936170212766
540,610554685,53,3.0,9,0.16981132075471697
724,892018890,81,3.0,10,0.12345679012345678
202,339747365,45,3.0,10,0.2222222222222222
42,64500002,39,3.0,10,0.2564102564102564
618,719101633,15,3.0,10,0.6666666666666666
132,218693378,80,3.0,10,0.125
121,211963857,54,3.0,11,0.2037037037037037
38,63883088,20,3.0,11,0.55
88,129348876,54,3.0,11,0.2037037037037037
573,658527424,25,3.0,11,0.44
390,481329985,63,3.0,11,0.1746031746031746
728,892851560,30,3.0,12,0.4
790,953521763,60,3.0,12,0.2
659,808441948,33,3.0,12,0.36363636363636365
703,869138578,127,3.0,12,0.09448818897637795
400,495764832,32,3.0,12,0.375
425,513564343,32,3.0,13,0.40625
645,772280665,42,3.0,13,0.30952380952380953
60,93476192,50,3.0,13,0.26
764,932874238,30,3.0,14,0.4666666666666667
354,454116188,45,3.0,15,0.3333333333333333
68,106521272,176,3.0,16,0.09090909090909091
350,451617076,57,3.0,16,0.2807017543859649
325,429084754,53,3.0,18,0.33962264150943394
794,955350284,113,3.0,20,0.17699115044247787
410,506569016,62,3.0,21,0.3387096774193548
254,380619977,150,3.0,21,0.14
521,589029650,84,3.0,22,0.2619047619047619
129,218530709,109,3.0,23,0.21100917431192662
838,986016545,48,3.0,23,0.4791666666666667
662,812583172,250,3.0,24,0.096
583,667171015,216,3.0,25,0.11574074074074074
220,364133280,87,3.0,26,0.2988505747126437
383,473538559,119,3.0,28,0.23529411764705882
210,343148814,121,3.0,29,0.2396694214876033
183,295960359,139,3.0,30,0.2158273381294964
746,911821018,209,3.0,32,0.15311004784688995
195,311600177,86,3.0,33,0.38372093023255816
433,515907812,130,3.0,33,0.25384615384615383
258,381226741,223,3.0,35,0.15695067264573992
346,450475749,439,3.0,42,0.09567198177676538
282,392768822,468,3.0,53,0.11324786324786325
498,572944212,462,3.0,56,0.12121212121212122
152,246038397,734,3.0,88,0.11989100817438691
