,product_parent,total_rates_count,star_rating,stars_rate_count,rate_ratio
270,387353699,44,5.0,8,0.18181818181818182
102,147016145,32,5.0,8,0.25
419,509145368,41,5.0,9,0.21951219512195122
392,481329985,63,5.0,9,0.14285714285714285
366,460495350,36,5.0,9,0.25
256,380619977,150,5.0,9,0.06
289,396695183,45,5.0,9,0.2
14,28435092,50,5.0,10,0.2
33,52203997,79,5.0,10,0.12658227848101267
90,129348876,54,5.0,10,0.18518518518518517
635,747068001,35,5.0,10,0.2857142857142857
388,478654663,52,5.0,10,0.19230769230769232
756,925732558,41,5.0,10,0.24390243902439024
344,449819764,48,5.0,11,0.22916666666666666
833,984679751,74,5.0,11,0.14864864864864866
416,508170926,90,5.0,11,0.12222222222222222
197,311600177,86,5.0,12,0.13953488372093023
792,953521763,60,5.0,12,0.2
435,515907812,130,5.0,13,0.1
222,364133280,87,5.0,13,0.14942528735632185
748,911821018,209,5.0,15,0.07177033492822966
523,589029650,84,5.0,16,0.19047619047619047
212,343148814,121,5.0,16,0.1322314049586777
185,295960359,139,5.0,16,0.11510791366906475
796,955350284,113,5.0,21,0.18584070796460178
385,473538559,119,5.0,21,0.17647058823529413
131,218530709,109,5.0,23,0.21100917431192662
585,667171015,216,5.0,24,0.1111111111111111
664,812583172,250,5.0,27,0.108
70,106521272,176,5.0,29,0.16477272727272727
348,450475749,439,5.0,38,0.08656036446469248
260,381226741,223,5.0,46,0.2062780269058296
500,572944212,462,5.0,47,0.10173160173160173
284,392768822,468,5.0,51,0.10897435897435898
154,246038397,734,5.0,110,0.14986376021798364
