,product_parent,total_rates_count,star_rating,stars_rate_count,rate_ratio
51,91213610,18,2.0,1,0.05555555555555555
235,371227007,16,2.0,1,0.0625
240,374871959,11,2.0,1,0.09090909090909091
7,24160750,26,2.0,1,0.038461538461538464
11,28435092,50,2.0,1,0.02
15,33280098,18,2.0,1,0.05555555555555555
20,44176469,15,2.0,1,0.06666666666666667
24,51308962,12,2.0,1,0.08333333333333333
264,385259687,1,2.0,1,1.0
245,377768960,11,2.0,1,0.09090909090909091
28,52118951,10,2.0,1,0.1
186,308287733,15,2.0,2,0.13333333333333333
41,64500002,39,2.0,2,0.05128205128205128
73,115431579,25,2.0,2,0.08
613,717616351,28,2.0,2,0.07142857142857142
609,710299720,12,2.0,2,0.16666666666666666
715,874164482,23,2.0,2,0.08695652173913043
560,637073326,23,2.0,2,0.08695652173913043
527,597077781,20,2.0,2,0.1
841,995615099,12,2.0,2,0.16666666666666666
487,565545704,20,2.0,2,0.1
478,552512389,15,2.0,2,0.13333333333333333
848,997127233,79,2.0,2,0.02531645569620253
456,528212913,25,2.0,2,0.08
267,387353699,44,2.0,2,0.045454545454545456
367,463344062,17,2.0,2,0.11764705882352941
449,524435438,12,2.0,2,0.16666666666666666
318,428576973,5,2.0,2,0.4
445,523549949,50,2.0,2,0.04
205,342126482,14,2.0,2,0.14285714285714285
219,364133280,87,2.0,3,0.034482758620689655
424,513564343,32,2.0,3,0.09375
593,674959265,11,2.0,3,0.2727272727272727
572,658527424,25,2.0,3,0.12
353,454116188,45,2.0,3,0.06666666666666667
349,451617076,57,2.0,3,0.05263157894736842
768,934761232,20,2.0,3,0.15
789,953521763,60,2.0,3,0.05
819,981045906,37,2.0,3,0.08108108108108109
823,981812270,11,2.0,3,0.2727272727272727
308,423664880,27,2.0,3,0.1111111111111111
363,460495350,36,2.0,4,0.1111111111111111
695,867638761,22,2.0,4,0.18181818181818182
661,812583172,250,2.0,4,0.016
409,506569016,62,2.0,4,0.06451612903225806
648,781955422,22,2.0,4,0.18181818181818182
201,339747365,45,2.0,4,0.08888888888888889
420,513520259,17,2.0,4,0.23529411764705882
209,343148814,121,2.0,5,0.04132231404958678
179,294255492,33,2.0,5,0.15151515151515152
793,955350284,113,2.0,5,0.04424778761061947
253,380619977,150,2.0,5,0.03333333333333333
290,407277980,48,2.0,5,0.10416666666666667
727,892851560,30,2.0,5,0.16666666666666666
539,610554685,53,2.0,5,0.09433962264150944
194,311600177,86,2.0,5,0.05813953488372093
168,277493012,52,2.0,6,0.11538461538461539
281,392768822,468,2.0,6,0.01282051282051282
213,353197975,20,2.0,6,0.3
801,957640647,47,2.0,6,0.1276595744680851
582,667171015,216,2.0,6,0.027777777777777776
87,129348876,54,2.0,6,0.1111111111111111
763,932874238,30,2.0,6,0.2
644,772280665,42,2.0,6,0.14285714285714285
745,911821018,209,2.0,7,0.03349282296650718
324,429084754,53,2.0,7,0.1320754716981132
520,589029650,84,2.0,7,0.08333333333333333
175,293975317,33,2.0,7,0.21212121212121213
59,93476192,50,2.0,7,0.14
67,106521272,176,2.0,7,0.03977272727272727
432,515907812,130,2.0,8,0.06153846153846154
128,218530709,109,2.0,9,0.08256880733944955
587,671647927,21,2.0,10,0.47619047619047616
257,381226741,223,2.0,10,0.04484304932735426
497,572944212,462,2.0,10,0.021645021645021644
182,295960359,139,2.0,10,0.07194244604316546
382,473538559,119,2.0,12,0.10084033613445378
345,450475749,439,2.0,12,0.02733485193621868
151,246038397,734,2.0,19,0.025885558583106268
