,product_parent,total_rates_count,star_rating,stars_rate_count,rate_ratio
73,179801564,36,4.0,29,0.8055555555555556
373,768062995,38,4.0,29,0.7631578947368421
272,568981338,53,4.0,29,0.5471698113207547
397,815035474,46,4.0,30,0.6521739130434783
154,290876515,45,4.0,30,0.6666666666666666
50,122140779,42,4.0,31,0.7380952380952381
199,391944105,49,4.0,32,0.6530612244897959
162,316756803,39,4.0,32,0.8205128205128205
211,407404113,46,4.0,32,0.6956521739130435
421,888313825,58,4.0,34,0.5862068965517241
108,221722169,64,4.0,34,0.53125
310,635386699,56,4.0,34,0.6071428571428571
22,57056668,52,4.0,36,0.6923076923076923
135,253762851,53,4.0,36,0.6792452830188679
276,569841544,65,4.0,38,0.5846153846153846
208,396337866,51,4.0,38,0.7450980392156863
112,223051644,73,4.0,39,0.5342465753424658
158,303775294,67,4.0,43,0.6417910447761194
6,16483457,60,4.0,44,0.7333333333333333
2,423960,68,4.0,46,0.6764705882352942
10,26711891,63,4.0,46,0.7301587301587301
268,560455235,66,4.0,46,0.696969696969697
204,392681682,67,4.0,47,0.7014925373134329
425,897437023,78,4.0,48,0.6153846153846154
389,805407843,79,4.0,48,0.6075949367088608
96,199558933,82,4.0,48,0.5853658536585366
404,833461643,71,4.0,51,0.7183098591549296
432,918034537,75,4.0,51,0.68
30,74735317,92,4.0,53,0.5760869565217391
393,814216548,100,4.0,55,0.55
362,748065701,92,4.0,57,0.6195652173913043
437,919751065,98,4.0,58,0.5918367346938775
331,676407800,79,4.0,59,0.7468354430379747
416,868768702,114,4.0,63,0.5526315789473685
463,963066492,107,4.0,65,0.6074766355140186
139,253917972,111,4.0,67,0.6036036036036037
143,258419037,116,4.0,73,0.6293103448275862
336,685652978,159,4.0,81,0.5094339622641509
292,593915883,129,4.0,85,0.6589147286821705
84,195677102,134,4.0,86,0.6417910447761194
297,614083399,134,4.0,88,0.6567164179104478
225,443954263,127,4.0,91,0.7165354330708661
255,531479992,147,4.0,95,0.6462585034013606
239,486589264,147,4.0,103,0.7006802721088435
123,238410319,200,4.0,114,0.57
189,357308868,183,4.0,116,0.6338797814207651
42,109106777,187,4.0,125,0.6684491978609626
55,127343313,236,4.0,138,0.5847457627118644
327,670161917,211,4.0,148,0.7014218009478673
478,983445543,207,4.0,150,0.7246376811594203
166,328811288,232,4.0,166,0.7155172413793104
92,197856712,298,4.0,190,0.6375838926174496
243,486774008,310,4.0,205,0.6612903225806451
117,235105995,377,4.0,219,0.5809018567639257
341,694290590,360,4.0,219,0.6083333333333333
14,47684938,510,4.0,333,0.6529411764705882
366,758099411,506,4.0,336,0.6640316205533597
353,732252283,534,4.0,349,0.653558052434457
